,0,1,2,3,4,5,6,7,8,9,10,11
186,Cdc14a,Lrrc66,Slfn4,Mmp17,Racgap1,Ptprs,Fmo2,Stc2,Mt1,Atf3,Nbl1,Cxcl12
187,Gm1123,Slc35d1,Slfn2,Igfbp6,Ephb4,Rgma,Ecscr,Utp20,Cd248,Grp,Nefl,Ikbkb
188,Ezr,Ivns1abp,Sgk2,Hspb2,Nxpe2,Srpx,Svil,Pgm3,Ifitm3,Slc25a4,Htr3a,Swap70
189,Iapp,Clec2e,Sycn,Ppm1l,Cdo1,Arhgef25,C1qc,Maged1,Hoxa10,Tppp3,Ncam1,Gpr183
190,Lmo7,Slfn4,Gucd1,Rap1gap,Auts2,Ak1,Rbp1,Kansl2,Rfc3,Htr2b,Thy1,Ccdc88b
191,Trim25,Lpin2,Myo5b,Hbb-bs,Lyz2,Ppp1r14a,Tnnt2,Asf1b,Lgals12,Ackr4,Pcbp4,Haao
192,Ifi47,Mafb,Tmem140,Uchl1,Rrm1,Bcam,Axl,Tspan33,Ccna2,Anxa8,Gfra1,Rhoh
193,Alpi,Col6a4,Abcg5,Cd177,Ccnb1,Dcn,Postn,Rbp4,Brd8,Tmem236,Acta2,Itgal
194,Chdh,Isx,Cldn4,Gm42418,Ifitm1,Cacna1h,Ly6g,Nup85,Fn1,Naip1,Dbn1,Map4k2
195,Ido1,Gda,Trim30d,Thbs3,Brd8,Mfge8,Palm,Aurka,Ddx27,Mgam2-ps,mt-Nd2,Myo1f
196,Me1,Etv3,Cldn23,Mab21l2,Kif12,Nkd2,Unc119,B3gnt5,Ccn2,Fabp2,Tafa5,Emb
197,Ifit1bl1,Ptger4,Spag9,Flot2,Knstrn,Eno3,G0s2,Nxpe2,Mad2l1,Hba-a1,Htr2b,Fcrl1
198,Ces1e,Bglap3,Wfdc17,Speg,Rnf32,Speg,Aebp1,Slc7a4,Unc93b1,Klf6,Ccn2,Siglecg
199,2010315B03Rik,Slco2a1,Rfk,Ptgis,Wfdc18,Fam83d,Chrdl1,Baz1b,Loxl1,Ppp1r14a,Dusp26,Snn
200,Ifngr1,Sprr1a,Vstm5,Klhdc8b,Shmt1,Arl4d,Mmrn1,Cd44,Baiap2l2,2310079G19Rik,Neurl1a,B4galnt1
201,Lcorl,Helz2,Nhsl1,Col23a1,Ces1e,Vim,Hspb2,Slfn9,C1ra,Plk3,Dmkn,Cxcr5
202,Naip5,Gcnt3,Apob,Htra3,Slc51a,Plin4,Aqp8,Mlxipl,Cpsf6,Slc24a3,Magee1,Susd3
203,Tkfc,Pmaip1,Sh3tc1,Rgmb,Kif23,Cela1,Asb2,Ccnl1,Cldn12,Hba-a2,Vamp1,Ifitm3
204,Hoxb5,Sh3tc1,Hrh1,Grem2,Prnp,Rgmb,Optc,Lrrk1,F13a1,Trpm6,Lrp11,Rcsd1
205,Pik3c2a,Nxpe4,Mt2,Myom1,Lrig1,Tubb2a,Hspb7,Smc2,Iglc2,Bmp2,Necab2,AW112010
206,Ace2,Capg,Gsdmc2,Col3a1,Ephb3,Mxra8,Sncg,Spc25,Gm17025,Chp1,Dmtn,Ifitm6
207,Prlr,Snx7,Gcnt2,Wnk2,Dnmt1,Lsp1,Fzd2,9230105E05Rik,Ephb3,2610528A11Rik,Minar2,Card11
208,2510046G10Rik,Nt5e,Slc6a14,Fstl1,Mad2l1,Pea15a,Slc37a2,Ptger4,Aurkb,Phlpp2,Myh11,Flt3
209,Sgk1,Tmem37,Trim25,Ptp4a3,Gpx3,Klhl23,Pea15a,Tpx2,Procr,Stmn3,Gprasp2,Cd44
210,Lpl,H2-Q1,Ceacam1,Spon2,Snhg20,Sst,Stab1,Etv4,Lsm2,Calb2,Tpm1,Cd40
211,Ceacam20,Trim30d,Pla2g2f,Phlda3,Arhgap24,Hoxb5os,C1qtnf2,Gsdmc2,Melk,Pdzk1ip1,Celf6,Trbc2
212,Nme7,Gsdmc2,Ace,Lsp1,Sct,Tgm2,Flot2,Impdh1,Bmp4,Sprr1a,Sparcl1,Glipr1
213,Slco2a1,Cdc14a,Clic6,Kcnh2,H2-Eb1,C1qtnf2,Upp1,Scml4,Fbln2,Meis2,Slc18a2,Lrmp
214,Bglap3,Parp14,Cyp2f2,Six5,Mmp2,Gng2,Enpp2,Tubb5,Rpp14,Gpc3,Cadps,Akna
215,Helz2,Syk,Oasl1,Dnajb5,Akap8,Cartpt,Hoxd13,2510046G10Rik,Serpina3n,Thbs1,Cadm3,Snrpd1
216,Hist1h1c,Cldn4,Rabgef1,Cldn15,B3gnt9,Bgn,Chst12,Mia,C4bp,Foxp2,Tgfb1i1,Apol7c
217,Usp33,Naip5,Gbp2,Smarcd3,Dut,Prph,Fermt2,Clic6,Mgat4a,Igfbp6,Rogdi,Klf2
218,Atrn,Dusp6,2900026A02Rik,Tacc1,Slc9a3r2,Phlda3,Fam129a,Tifa,Aurka,Psd,Nptxr,Serpina3n
219,Sprr1a,Ppp2r5e,Cyp4f14,Satb1,Snhg5,Ecm1,Cotl1,Ephb3,Ephb4,Gap43,Chl1,Arhgap9
220,Itpr2,Hif1a,Ap1s3,Myl4,Sord,Fxyd4,Rbpms2,Rapgef3,Ccnb1,Fxyd1,Crmp1,Mical1
221,Dok1,Pdlim5,Slc30a10,Mfap4,Kctd14,Pamr1,Kcnmb1,Pprc1,Serpina9,AW112010,Abca2,Pou2af1
222,Ccl5,Cyp2d9,Mpeg1,Rgma,Rasa4,Lama5,Fbxl22,Tha1,Nab1,Stmn2,Flna,Wipf1
223,Nrep,3100003L05Rik,Taf12,Serpine2,Muc4,Rusc2,Cd34,Tia1,Sinhcaf,Scnn1g,Reep1,Sept1
224,Pbld1,Hkdc1,Cdc14a,Col6a1,Pf4,Ccl21a,Tspan9,Stra6l,Chka,Ms4a8a,Chrnb4,Ccl20
225,Col6a4,Slc13a1,Lpcat1,Dpp10,Alg14,Tgfbi,Hmcn2,Cdt1,Arhgef10l,Ppp1r12b,Arhgdig,Tspan32
226,C330018D20Rik,Sval1,Stxbp1,Fgfr1,Efemp1,Flot2,Nkd1,Firre,Pprc1,Slc36a1,Atl1,Tln1
227,Vstm5,Oasl2,Slpi,Ackr4,Bmp5,Ecscr,Fnbp1,Gpam,Sox9,Cpn1,Sdc3,AI662270
228,Irgm1,Myzap,C330018D20Rik,Scarf2,Fcer1g,Angptl7,Ccn2,Stk39,Ifitm2,Galr2,Cadm1,Gga2
229,Ppp2r5e,Lrat,Fgfr3,Col6a2,Akr1c19,Nkd1,S100a4,Smc4,Srek1,Fhod3,Stmn4,Sell
230,Oasl1,Mmp2,Ces2e,Bag2,Aurkb,Apbb1,Sfrp1,Ncapg,Cd68,Ptprz1,Hspb1,Gm42031
231,1600020E01Rik,Duox2,Tank,Fbxl22,Acsm3,Hhatl,Thy1,Sorbs2,Fam107b,Kyat1,Celf3,Gpnmb
232,Gcnt1,Gcnt1,Hist1h1d,A630023A22Rik,Mpeg1,Six5,Ddah2,Tipin,Rrm1,Col9a2,Entpd3,Ewsr1
233,Noct,Fam135a,Dusp6,Cacna2d1,Arhgef38,Kcnh2,Kcnj8,Ung,Cd24a,Slc13a2,Emilin1,Ctss
234,Rfesd,Hoxa7,Lrrc66,Rasgrp2,Uhrf1,Sfrp1,Cfh,Greb1,Smoc2,Gng3,Smtn,Fgr
235,Snrpn,Cidec,Ly6c1,Penk,H2-Ab1,Rbp1,Pltp,Cenpe,Gng10,Pcp4,Adcyap1r1,Emp3
236,Slc26a2,Hoxa11os,Srgap1,Sod3,Postn,Igfbp6,Ppp1r18,Ythdc1,Stk39,Egln3,Rbms3,Ap1m1
237,Tmem236,Plk3,Kbtbd11,Loxl1,Rcc2,Tmem47,Myom1,H2afx,Lrrk1,Ass1,Sv2a,Tnfrsf13b
238,Cbr4,Bmp5,Helz2,Rhoj,Ccl11,Fgfr1,Apbb1,Kif22,Kif23,Hand2os1,Hmgn3,Sod3
239,Hoxb8,Tank,1700025G04Rik,Lama5,Cpsf6,Hlx,S100a14,Sinhcaf,Thyn1,Calcb,Apoe,Dennd3
240,Aplp1,Gsdmc4,Ttr,Tgfbi,Jchain,Pnck,Tacc1,Noc4l,Tnxb,Abcc9,Nrsn1,Klrb1b
241,Ifrd1,Pik3c2a,Icosl,Pnck,Rapgef3,Mdk,mt-Nd4l,Tpd52l1,Cd1d1,Csta1,Mapk8ip1,Baz1a
242,Mxd1,1810026B05Rik,Chdh,Matn2,Tipin,Col23a1,Wscd2,Fam98a,Pter,Hoxd13,Snap91,Ifngr1
243,Fbxo22,Hrh1,Clca4a,Kcnh3,Hopx,Ndn,Mmp23,Rcc2,Tpx2,Oasl1,Fads1,Rassf2
244,Kras,Eipr1,Ankrd44,Vat1,Higd1a,Chrm2,Tnfrsf12a,Gpr20,Xpo1,Ccl21a,Pcsk1,Ifi209
245,Neat1,Il15,Cxcl10,Apbb1,Lgals12,Tent5b,9330158H04Rik,Arhgap24,Smc4,Chrm2,Stom,Gng2
246,Enpep,Gm5485,Zfp217,Ctxn1,Firre,Sprr2a3,Map3k20,Rgcc,Cd79a,Angptl7,Angptl2,Rasgrp3
247,Ccl25,Sct,Parp14,Slc12a8,Mcm5,Rtn2,Pdzk1ip1,Syt7,Dnmt1,Etv1,Gucy1b1,Runx3
248,Parp14,Hoxa9,Myzap,Rtn2,Bdkrb2,Ang4,Dnajb5,Kmt5c,Pcsk6,S100a14,Mylk,Fes
249,Arhgef39,Gramd4,Bahd1,Art3,Plcb4,Npy4r,Hexb,Ces1e,Igfbp4,Rtn1,Mapt,Sap25
250,Rnf213,Slc6a19,Papss2,Aebp1,Elovl5,Ifitm3,Eml1,Ccdc149,Osr1,2010003K11Rik,Plxnb1,Gimap9
251,Fam49a,Spag9,Utp14b,Ehd4,C1s1,Fstl1,Piezo1,Naip5,Aacs,Apoc2,Fibin,Bank1
252,A130010J15Rik,Rdh16,Kat2b,Cd24a,Prom1,Sgce,Fgfr1,Xpo1,Tubb5,Tmem140,Rian,Syk
253,Lama3,Ddx60,Cldn12,G0s2,Rasd1,Gsn,Mmp17,1700003I22Rik,Kif21a,Sult1d1,Grk3,Mef2c
254,Slfn4,Utp14b,Asb13,B3gnt6,Sult1d1,Zfp651,Fxyd5,Pwwp3a,Dab2,Enah,Cbx6,Adam8
255,Gcg,B4galnt1,Pura,Angptl2,Mettl7b,Gpr37l1,Bmp1,Swap70,Wfdc18,Pdlim3,Atp2b4,Ccr7
256,Sh3tc1,Pdzk1ip1,Ap4b1,Trim47,Usp33,Smarcd3,Angptl2,Meg3,Fcrls,Sh3bgr,Rtl8b,Klhl6
257,Gsdmc2,C330018D20Rik,Fmo5,Zcchc24,Mlxipl,Trim47,Nxn,Fnbp4,Dek,Cartpt,Mustn1,Cd2
258,Hepacam2,Ap1s3,Rtp4,Ndn,Tgm2,Ppp1r18,Lyz2,Fgfr4,Sycn,Pnliprp2,Tmx4,Plxnd1
259,Scd1,Gpr137b,Ppp2r5e,Scn7a,Gstk1,Frmd6,Sval1,Yrdc,Pstk,6330403K07Rik,Map6,Dennd4b
260,Parp12,Tgm3,H2-Aa,Fbln2,Plk1,Foxp2,Mfap4,Htr4,Jakmip1,Atp2b4,Synm,Rasgrp2
261,Ccdc9b,Sema3f,Rab3b,Ddah2,Ccdc149,Penk,Sntg2,Iglc2,Smc2,Rgs7bp,Pdlim3,Trim7
262,Prodh,Hdhd3,Nme7,Ccdc80,Flcn,Reg4,Pf4,E2f2,Mzb1,Nmu,Fgfr1,Samsn1
263,Cnnm4,2010315B03Rik,S100z,Epha7,Zbtb38,Ltbp4,Rusc2,Fzd9,Fgfr4,Hexb,Tns1,AI467606
264,Tmem164,Zfp217,1600020E01Rik,Stmn3,Aacs,Tshz2,Gm11946,Clca3a2,Spc25,Anxa3,Kif21a,Ifi203
265,Usp38,Ptprd,Trpv6,Ecscr,Aurka,Ddah2,Pamr1,Gga2,Nup85,Hepacam,Dnm1,Dcn
266,Ublcp1,Aplp1,Ankrd12,Kcnk3,Mageh1,Aldh1a2,Olfml3,Ikbkb,Tipin,Snap25,Ly6h,Tnfaip2
267,Auts2,Ddi2,Trim34a,Nr4a1,Unc93b1,Cacna2d1,Olfml2b,Bri3bp,Tceal9,Rasef,Rgs4,Rasa3
268,Resp18,Rtp4,Rfesd,Thy1,Chgb,Col3a1,Adam33,Hoxb9,Cd36,Stom,Dclk1,Plekho2
269,Fam135a,Taf12,Swt1,Tgfbr3,Cdc20,Grem1,Enah,Ndc80,Pclaf,Chrdl2,Tmod1,Cxcl14
270,Slc39a8,Tet2,Kif2a,Atp1a2,Ccnl1,Gpx3,Pnck,Birc2,Cd34,Trpv3,Tmem130,Arl5c
271,Nom1,Asap1,H2-Ab1,Fxyd6,Prodh,Adam33,Cspg4,Nuf2,2810004N23Rik,Sfn,Ptprs,Pik3ap1
272,Gm42031,Nme7,Tyrobp,Clec3b,Fermt3,Jam2,Speg,Ppard,Jmjd7,Nnat,Slc2a3,C1ra
273,2900026A02Rik,Plvap,Ppfia3,Gpc3,Zfand1,Rtl8a,Sdc3,Usp33,Fbln5,Entpd3,Mmd,Gimap8
274,Fos,Mcf2l,Hepacam,Tmem47,Col6a4,Loxl1,Egfl7,Tagap1,Fcna,Slc46a1,Ap3b2,Rgs14
275,Tbce,Xk,E2f3,Gpr37l1,Upf3b,Rasgrp2,Rtn2,Utrn,Lrrk2,Mal,Calcb,Bgn
276,4930539E08Rik,Col6a3,Fam135a,mt-Nd4l,Lsm2,Glipr1,Pde5a,Piwil4,Bri3bp,Apoa1,Morn4,Ms4a4c
277,Mettl5,Cyp2d12,Ppard,Cilp,Fnbp4,Clu,Inmt,Cxxc5,Pnpt1,Bend5,Gucy1a1,Lcp2
278,Mia2,Egr1,Tmem268,Col18a1,Piwil4,Maged1,Clu,Ppp1r9a,Htra3,Gm48898,Tmprss5,Serping1
279,Ddi2,Snrpn,Ms4a7,Fkbp11,Abce1,Tnni1,Colec12,Sltm,Ogn,Mrvi1,Serpini1,Gfra2
280,Nhsl1,Hoxa10,Cbr4,Tubb2a,Myc,Stmn2,H2-Eb1,Yipf2,Prc1,Rprm,Igfbp4,Slc44a2
281,Arrdc2,Kat2b,Irf7,Clu,Gnl3,Fzd2,Rnaseh2c,Mt2,Sod3,Tubb3,Dkk3,Sec11c
282,Tspan6,Rsad2,Adamts15,Mmd,Scml4,Thbs3,Abcc9,Rfc4,Mcm5,Slc35f5,Cald1,Il7r
283,Ankrd16,Piga,Zfp592,Ddr2,Arhgap20,Crip2,Angptl7,Alg14,Usp49,Cldn23,Kcnip4,Hspe1
284,1810026B05Rik,Kdr,C4bp,Arl4d,Swap70,Fbxl22,Clca3b,Slc27a1,Rfc4,Msln,Adgrl1,Snhg20
285,Nab1,Duoxa2,Nudt7,Olfml2b,Procr,Slc37a2,H2-Ab1,Plch2,C1qtnf3,Mgat4c,Ina,Mfng
286,Slc17a9,Agfg1,Akr1c19,C1qa,Fam98a,Ppie,Rasgrp2,Zfand1,Rgs19,Gcg,Col12a1,B9d2
287,Zfp958,Rabgef1,Piga,Pik3ip1,Leo1,Rhoc,Crispld2,A4gnt,Mia,Tnnt2,Dmpk,Iglc1
288,Cd3g,Apc,Pla2g7,Gm11946,Prlr,Igfbp4,Spink1,Rnf32,Yes1,Gcnt1,Psd,Plekha2
289,Hao2,Procr,Pdlim5,Zfp651,H2afx,Gpx2,Svep1,Rfc3,AU020206,Sfrp2,Timp3,Sulf1
290,Hpf1,Usp33,Hoxa11os,Axl,Cd52,Apod,Ggh,Ces1f,Clca3a2,Rgs1,Syt6,Ccl19
291,Cramp1l,Zdhhc17,Zdhhc17,Lrig1,Hhip,Gucy1a1,Ptger1,Leo1,Tmem173,Mgp,Mcam,Pstpip1
292,Utp14b,Muc4,Rsad2,Abcc9,Tyrobp,Gucy1b1,Npy4r,Hopx,Rprm,Dkk2,Selenom,Pfkfb3
293,Cldn4,Itpr2,Usp38,Slc9a3r2,Pbld1,Thbs4,Cbr2,Esco2,Pcsk9,Fam129a,Trim35,Dek
294,Smpdl3a,Asb13,Trim46,Cartpt,Gpt2,Cilp,Hba-a1,Gcnt3,Gask1b,Rdh16,Serping1,Lrrk2
295,Slc38a9,2210407C18Rik,Bmp5,Calb2,Spc25,Wnk2,Bst2,Eef1e1,Col15a1,Tns1,Thbs2,Ly6a
296,Gca,Apol9a,Fcer1g,Hhatl,Phkb,Rims1,Ntn1,Nrep,Slpi,Wscd2,Rgs5,Cilp
297,Cftr,Rnf213,Sfn,Col14a1,Tia1,Slc6a17,Plin4,Gpt2,Firre,Snca,Tmod2,AB124611
298,Taf12,Wapl,Plekha2,Gpx2,Mcm3,B9d2,Ldhb,Metap1d,Abce1,Pmaip1,Klhdc8b,Vsir
299,Hck,Kif2a,Itgax,Ak1,Nup85,Ly6g,Itga9,Kctd14,Insl5,Apoa4,Rbp1,AC149090.1
300,Ppp1r9a,Trim34a,Syk,Gas1,Hsd3b3,Map3k20,Hspa1a,Dhx33,Tha1,Ahnak2,Apod,Csf1
301,Apc,Egln3,Gda,Map3k20,Snhg15,Myl4,Eva1b,Tle1,Cmtm7,Kcnj8,Ppp2r2c,Bcl2a1a
302,Yes1,Chdh,1810026B05Rik,Palm,Hpf1,Cap2,Gm15401,Fermt3,Metap1d,Cnr1,Vstm2l,Elk3
303,Baz1a,Yes1,Map3k5,Foxp2,Stk39,Calb2,Bin1,Clca3a1,Tmem268,Ubd,1110051M20Rik,Def6
304,Acvr2a,Cyp2d26,Yes1,Gucy1b1,Prkg2,Stum,Slc24a3,B3gnt7,Racgap1,Ctse,Akap12,Birc3
305,Agfg1,E2f3,Acpp,5330417C22Rik,Tspan33,Fhl1,Pcp4,Yes1,Atoh1,Fxyd7,Sst,Celf2
306,Pdzd8,Abhd17a,Hoxa10,Rbp1,Cdt1,Smoc2,Serpinf1,Mzb1,Klc1,Prom1,Mest,Akap8
307,Ccnl1,Bdkrb2,Hepacam2,Mmrn1,Zfp106,Upp1,Tmem37,Pla2g4c,Phf21b,Syt1,Synpo2,Pdlim4
308,Asap1,Isg15,Rnf213,Foxf2,Baz1b,Dbn1,Col18a1,Fam193b,Kif2a,Fmod,Malat1,Hhex
309,Orc3,1600020E01Rik,Procr,Hlx,Rfc4,Hand2os1,Tgfbr3,Mia2,Mlxipl,Gpm6a,Kif5c,Crlf2
310,Ccl6,Gsdmc3,Lifr,Wdr6,Melk,Rnaseh2c,Itgb3,Arhgef28,Fxyd3,Ndrg4,Lhfpl5,Tgfbi
311,Ablim2,Mia2,Mmp13,Fndc1,Ptp4a3,Dennd5a,Ahnak2,Gfi1,Nup43,Cd81,Stmn1,Il1b
312,Cdkn1a,Zswim6,Pter,Smim38,Pwwp3a,Abcc9,Ifitm1,Car8,Cyth4,Osr1,Garnl3,Rnf213
313,Sec11c,Ccdc85c,K230015D01Rik,Ass1,Grk3,Hand1,Rgs5,Rpp14,Wdr5,Slc10a4,Dtx3,Pde1b
314,Slc15a2,Usp38,Lyz2,Enah,Ikbkb,Ttll7,Vsir,Pla2g2f,Polr3b,Agtr1a,Spock3,Pecam1
315,Ptger4,Dock8,Tmem164,Stum,Npm3,Cacna1c,Smoc2,Faah,Sltm,Kcnip4,Creld1,Mir142hg
316,Tank,Dcaf10,Dnase1l3,Cd248,Ythdc1,Hba-a1,Gucy1a1,Casc4,Rab26os,Podxl2,Rarres2,Cd24a
317,Smndc1,St3gal6,Apoc1,Fbn1,Csf1r,Gal,Col6a3,Ampd2,Rdx,Mmrn1,Ap1m1,Bri3bp
318,Pdlim5,Acvr2a,Mmp12,Jmy,Mia2,Tacc1,Foxp2,Igflr1,Aif1,Grem1,Ptgis,Tmem154
319,Zzz3,Hck,Hs2st1,Mamdc2,Fcna,Fstl3,Col6a1,Pcdh17,Laptm5,Prkar1b,Phactr1,Gbp8
320,Abcg5,Slc27a2,Reg4,Dennd5a,Pcsk9,Rab3a,Smarcd3,Prodh,Uhrf1,Gpr37l1,Hpcal4,Dok1
321,Sestd1,Car12,Mrtfb,Nkd2,Spc24,Scarf2,Cfp,Zzz3,Ghr,Dmbt1,Bin1,Tgfbr2
322,Pik3cb,Ccnl1,Fabp4,Tnfrsf12a,Hsd11b1,Pde5a,Hba-a2,Ttc37,Pwwp3a,Tm4sf4,Gdf10,Cd84
323,Ddx52,Srgap1,Aif1,Msrb3,Lrrk1,Tubb3,Sfrp2,Fbxl14,Cfp,Adgrb1,Flnc,Bnip2
324,Zfand1,Plekha2,Asap1,Bmp1,Sinhcaf,Cckar,Dbn1,Snhg16,Cbr4,Sez6l,Lum,Igfbp7
325,Rbm18,Tbce,Higd1a,Qpct,Ptpro,Kcnk3,Zfp651,Ints6l,Tfrc,Zcchc12,S100b,Trbc1
326,C2cd3,Cxcl14,Hoxd10,Olfm1,Kansl2,Slc6a8,Rhoj,Hpn,Tia1,Ntrk3,Enah,Gpr132
327,Rgs13,Apol7c,2010315B03Rik,Kcnip1,Faah,Gpc3,Sgce,Rgmb,Upf3b,Gdf10,BC029722,Rtl8a
328,Etv3,Stom,Apc,Slc50a1,B3galt2,Rhoj,Thbs3,Smim38,Chdh,Gfap,Myo5a,Gas5
329,Tet2,Cramp1l,Pamr1,Etv5,Greb1,Ly6m,Laptm5,Sephs1,2900093K20Rik,Reln,Lix1,Stk17b
330,Sirt1,Slc10a2,Ddx60,Retnla,Slc38a9,Eva1b,Scarf2,Zfp106,Plk1,Hs3st2,Mdk,Plekho1
331,Cgref1,Sh2d6,Srgn,Galk1,Gfi1,Col6a3,Thbs2,Espl1,Ly6c2,Cdh6,Lims2,Cxcr6
332,Trim34a,Ano7,Tgfbr2,Rgs1,Spns2,Itpkb,Ephb4,Arhgef10l,Spink1,Napb,Tnc,Dennd5a
333,Sh2d6,Hmgcs2,Hdhd3,Meg3,Tpx2,Adcyap1r1,Wfdc17,Rbm33,Ackr3,Spock2,Aatk,Fam107b
334,Faah,Matk,Apol7c,Cacna1c,Rfc3,Nfix,Ppy,Hpf1,Fbln1,Cavin3,Msn,Znrf1
335,Ccdc152,B4galt5,Gbp7,Vip,Naip5,Scn7a,Nfix,Mars,Ckap2l,Rbpms,Scn7a,Icam2
336,Alg11,Cracr2a,Cd68,Gng2,Rbm33,Pth1r,Rgma,Sap25,Zeb2,Spock3,Ablim2,Slc6a13
337,Kif2a,Bmp3,Smndc1,Adgrl1,Glipr2,Apoe,Ptprs,Cmah,Slc36a1,Hand2,Nnat,Uvrag
338,Ces2a,Pik3cb,Mmp2,Kcnmb1,Ifitm2,Kdm1b,Zcchc24,Telo2,Iglv1,Ms4a1,Igfbp2,Lax1
339,Gpt2,Rfesd,F2r,Akap12,Dnph1,B3gnt7,Rab34,B3gnt9,Cd79b,Rit2,Metrn,Lat
340,Gm49980,Tmem164,Tac1,Lgi4,Stc2,Plekhb1,B9d2,Tbc1d24,Fmo1,Ryr2,Pnmal1,Mmp23
341,Flcn,AC149090.1,Tet2,Meis1,Ehd4,Abhd17a,Msn,Ddx27,Lcp1,Thbs2,Ssbp2,Scd1
342,Pcsk1,Birc3,H2-DMb1,Prph,Chga,Ces2a,Tmed1,Mrtfb,Tagap,Slfn4,Tceal5,I830077J02Rik
343,Phf3,Slc25a37,Slc9a3,Ephb4,Calcrl,Mamdc2,Car4,Ddi2,Lifr,Plat,Tspan2,Ripor2
344,Lrrc66,E2f2,Wnt4,Stmn2,Fabp4,Enpep,Trim47,Kif21a,Ampd2,Ccdc152,Sez6,Ppan
345,Akap8,Tmem56,Lin37,Crispld2,Smc2,Meis2,Ddr2,Cd83,Adgre1,Basp1,Dcn,Rcc2
346,Fbxl14,Pdzd8,Rnf34,Mdk,Fbxl14,Gpc1,Coro1a,Ankrd16,Asf1b,Meis1,Fbln1,Fxyd2
347,Wapl,Efemp1,Rbm18,Dmd,C1qa,Pik3ip1,Cuedc1,Mycl,Ankrd16,Bglap,Sgip1,Pltp
348,Fam107b,Auts2,Zbtb11,C4b,Prc1,Ncald,Kcnk3,Iglc1,Polr3h,Kcnip1,Bmerb1,Myo5a
349,Xcl1,Zfp384,2900093K20Rik,Hpd,Myb,Slco3a1,C1s1,Cd1d1,Gm42031,Ttc9b,Arhgef25,Pitpnm1
350,Neurod1,Gcnt2,Ptpn6,Hmgcs2,Col1a2,Tacr2,Ppie,Ip6k2,Fnbp4,Mest,Tmem47,Malt1
351,Yeats2,Irgm1,Bmp2k,Abhd17a,Eef1e1,Hoxb13,Ppp1r1a,Fam135a,Rasa4,Lcn2,Phox2a,S1pr1
352,St3gal1,Dctn5,Tmem56,Cav3,Tff2,Gadd45g,Ak1,Yeats2,Sord,Crabp1,Rab3b,Irf4
353,5330417C22Rik,Tle1,Scand1,Nfix,Bst2,Tmed1,Itpkb,Zc3h8,Pus7,Acsl6,Agtpbp1,S1pr3
354,Fnbp4,Il1rl1,Arid4a,Gja1,Clca3b,Adgrl1,Rtl8a,Slco4a1,Stt3a,Eef1a2,S1pr3,Ms4a7
355,Phkb,Trpv3,Xk,Cap2,Srek1,B4galt2,Nexn,Neurl4,Arhgdib,Vstm2l,Scgn,Ccl9
356,Pigv,Zfp592,Efemp1,B9d2,Ckap2l,Rab3b,Klf2,Upf3b,Insl6,Ighg2c,Cacna2d1,Parp8
357,Jakmip1,Rasd2,Oxr1,Itga9,Tha1,Thbs2,Uchl1,AI838599,Pld4,Elavl4,Ptprz1,Helz2
358,Trbc2,Leo1,Cd74,Zdhhc8,Sltm,Abca2,Reln,Adamdec1,Col1a2,Nrgn,Gm34030,Stmn2
359,Lin37,Vstm5,Gramd4,Hoxb5os,Aif1,Nexn,Tent5b,Med12,Cenpe,Ppp2r2c,Cilp,Guca2b
360,Dmtf1,Cyp2c68,Zfp707,Cbx6,Gpam,Zdhhc8,Tspan2,Klc1,Rrm2,Hbb-bt,Lmod1,Trim34a
361,Syt7,Dnase1l3,Mier3,Pth1r,Lrrc32,Meis1,Ehd4,Dctn5,Syn2,Nrtn,Amigo2,Ifi47
362,Rbp2,Vill,Wbp4,Dtx3,Sorcs2,Ctxn1,Arhgap10,Map3k5,Ncapg,Svil,Kcnh2,Srpk3
363,Fnip1,Adamdec1,Atxn3,Sfrp1,Fam49a,Ptprn,Tgfb3,2900076A07Rik,Vav1,Tmeff2,Stum,Hmgn3
364,Rsbn1l,Sap25,Lrig2,Ppie,Dixdc1,Clip3,Tmem47,Wfdc18,Pid1,Zfpm1,Gfap,Gm43305
365,Pgm3,Rgs13,Zswim6,Ltbp1,Galk1,Matn2,Slc12a4,Dph5,Ccl8,Tgfb1i1,Emp3,Ltc4s
366,Birc2,Ostm1,Dcaf10,Ctla2a,AU020206,Dtx3,Vat1,Vars2,Fam98a,Gm15401,Gfra2,Rarres2
367,Zfp217,Als2cl,Ikzf2,Nupr1,C1qc,Shisal1,Atp12a,Cbr2,Cfh,Slc7a14,Sncb,Gadd45g
368,Malt1,Ankrd44,Abcc1,Cbs,Ampd2,Piezo1,Gbp2,Phip,Arhgef28,Chodl,Ckm,Traf2
369,Elp2,Ap4b1,Malt1,Fzd2,Peli2,Grem2,Slit3,Elp6,Ythdc1,Nos1,Kcnab2,Birc2
370,Prpf39,Zbtb11,Bcl2a1b,Slc6a17,Cacna1h,Mmd,Rcc2,Phkb,Spon1,Tmem59l,Gas1,Tmem108
371,Rps6kb1,Rbm33,Pcsk4,Ceacam10,Mcf2l,Hoxa11os,Krt17,Slc9a3r2,Gm15848,Ccl20,Qpct,Lyl1
372,Fam118a,Pan3,Dock8,Rusc2,Yrdc,Clca3b,Rasl12,Tnrc6a,Muc3,Chrna3,Ppp1r12b,Anxa6
373,Fabp1,Ptpn6,Fbxl8,Adam11,Crispld2,Olfml2b,Smim1,Ptpro,Kif22,Apoe,Cnih2,Mmp12
